Application GUID,Competition domain,Application GUID +competition domain,Application #,Participant First name,Participant Last name,Participant Organization,OverallScoreRank,OverallScoreRankNormalized,SumOfScores,SumOfScoresNormalized,AnonymousJudgeName,TraitScore,TraitScoreNormalized,TraitJudgeComment,Trait,TraitDescription,OverallImpressionScore,OverallImpressionScoreNormalized
29854B7C-7C8E-4BBE-9D48-C2E7CA5771BA,testdomain,29854B7C-7C8E-4BBE-9D48-C2E7CA5771BAtestdomain,121,Felicia,Rhodes,"Moore, Williams and Dixon",13,13,37.5,37.5,Judge 15,0.5,0.5,Tax official successful appear put. Sea wind pick what. General relate kind it least live. Improve lawyer couple miss.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0955,0.0955
29854B7C-7C8E-4BBE-9D48-C2E7CA5771BA,testdomain,29854B7C-7C8E-4BBE-9D48-C2E7CA5771BAtestdomain,121,Felicia,Rhodes,"Moore, Williams and Dixon",13,13,37.5,37.5,Judge 7,2.4,2.4,Chance official can exist sport American. Wall age focus center who election.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0941,0.0941
29854B7C-7C8E-4BBE-9D48-C2E7CA5771BA,testdomain,29854B7C-7C8E-4BBE-9D48-C2E7CA5771BAtestdomain,121,Felicia,Rhodes,"Moore, Williams and Dixon",13,13,37.5,37.5,Judge 9,3.7,3.7,Same five store collection success he wind. Head same glass face on laugh chair school. Mother because threat participant single study.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.029,0.029
29854B7C-7C8E-4BBE-9D48-C2E7CA5771BA,testdomain,29854B7C-7C8E-4BBE-9D48-C2E7CA5771BAtestdomain,121,Felicia,Rhodes,"Moore, Williams and Dixon",13,13,37.5,37.5,Judge 2,0.5,0.5,Decision whole serious hotel remember. Than successful board economic design.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0413,0.0413
29854B7C-7C8E-4BBE-9D48-C2E7CA5771BA,testdomain,29854B7C-7C8E-4BBE-9D48-C2E7CA5771BAtestdomain,121,Felicia,Rhodes,"Moore, Williams and Dixon",13,13,37.5,37.5,Judge 7,4.0,4.0,Two out listen piece clear remember. Set home mention indicate receive law. Fire nor daughter sport attention.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0425,0.0425
29854B7C-7C8E-4BBE-9D48-C2E7CA5771BA,testdomain,29854B7C-7C8E-4BBE-9D48-C2E7CA5771BAtestdomain,121,Felicia,Rhodes,"Moore, Williams and Dixon",13,13,37.5,37.5,Judge 5,1.5,1.5,Apply leave expert trip. Moment significant woman with either citizen. Agent guy act well degree class between. Arm reveal federal ask those.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0369,0.0369
29854B7C-7C8E-4BBE-9D48-C2E7CA5771BA,testdomain,29854B7C-7C8E-4BBE-9D48-C2E7CA5771BAtestdomain,121,Felicia,Rhodes,"Moore, Williams and Dixon",13,13,37.5,37.5,Judge 5,0.0,0.0,Simply strategy read gun west again possible. Both test over public.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0082,0.0082
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 17,0.7,0.7,Apply management that else. You morning cold positive pull tonight.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0116,0.0116
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 18,1.6,1.6,Since maybe particular program responsibility public popular collection. Left which political their not keep. Morning happen hold all behavior.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0487,0.0487
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 8,4.7,4.7,Audience back it. Shake adult culture knowledge hear huge. Treatment nothing medical look simply.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0152,0.0152
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 12,3.9,3.9,Where American long individual. Scientist friend million land. Push television economic situation main executive.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0708,0.0708
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 16,1.8,1.8,Model open everyone affect budget smile. Century executive shake break.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0259,0.0259
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 4,2.4,2.4,Character likely feeling anything effect sit person. Democratic let really treat very. Skill grow discuss true too population add.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0426,0.0426
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 7,4.0,4.0,Evening under example wind choose. Image class institution church indicate forward exactly. Born form defense sign evening.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.039,0.039
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 1,4.0,4.0,Hard stock set second. System for usually next cause. Group too wind. Customer hospital sell else.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0098,0.0098
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 4,1.4,1.4,Teach mean company store.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.047,0.047
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 20,2.4,2.4,Thousand he by word hour. While treat result thousand others history meeting upon.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0181,0.0181
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 9,2.8,2.8,Little huge agent foreign simple suggest size. Address history hard claim reduce south. Because course experience majority my feel.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0876,0.0876
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 5,4.3,4.3,Establish artist ability eat reach program sense. East age main list through detail order. Develop tough rock use last.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0056,0.0056
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 8,1.9,1.9,Pick eye successful share financial time.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0387,0.0387
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 15,3.9,3.9,Town trouble all business nor system important. Their cup decade carry anything technology pretty real.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0771,0.0771
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 5,4.1,4.1,Me miss kitchen trade. Upon say in drive across. Modern scene interesting.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0932,0.0932
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 3,3.1,3.1,Star recently at week you recent. Send mind southern show. Recently talk approach reduce.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0313,0.0313
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 13,2.5,2.5,Look outside join. Piece argue themselves enough must dream spring. Agent capital place center yourself meet see.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.003,0.003
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 16,4.1,4.1,Represent garden other instead money wife. And maintain both improve.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0923,0.0923
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 3,1.0,1.0,We physical section Republican evidence.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0304,0.0304
BC0F5A62-77C4-4527-B1E4-A608539882E9,testdomain,BC0F5A62-77C4-4527-B1E4-A608539882E9testdomain,122,Joseph,Thompson,Mason-Conway,276,276,59.1,59.1,Judge 8,4.5,4.5,Trip buy long nature. Player continue learn together seat look first family.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0489,0.0489
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 2,1.1,1.1,Different mission establish give free production respond. Political buy pick sister specific man. Reveal measure question first whether.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0056,0.0056
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 17,2.6,2.6,Pressure knowledge bag draw hot improve base. Fire drive view experience play along remember small.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0406,0.0406
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 3,0.9,0.9,There rock hair old. Before keep Congress house kid cultural increase.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0164,0.0164
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 16,3.9,3.9,Which along including care property not bring. More respond image.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0504,0.0504
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 9,4.8,4.8,Push consider how. Head or over can.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0045,0.0045
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 16,0.4,0.4,Price data nature must inside evidence whose. Machine simply if field. Pattern woman finally impact.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0741,0.0741
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 13,3.7,3.7,Table relate support near. Center total instead brother.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0849,0.0849
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 15,3.8,3.8,Should building energy significant. Dream arrive yard rise majority.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0773,0.0773
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 16,3.9,3.9,Human test smile rise. Suffer who imagine body under protect each. While total win onto end price compare build.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.099,0.099
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 6,2.0,2.0,Way may security certain. Eight use upon tonight consider somebody guy. Church draw city.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.045,0.045
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 14,1.3,1.3,Blue figure stand two open. Air even together rest base.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0638,0.0638
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 11,0.4,0.4,Knowledge take also cup. Through soldier instead. Though game season American.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0869,0.0869
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 18,0.8,0.8,Pressure trade let memory want thousand. Kid pick table perhaps one foot. Body five require rise action herself themselves.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0978,0.0978
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 2,0.7,0.7,Sister key indeed level build loss economic. Hear let so affect much respond yeah buy.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0029,0.0029
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 5,3.0,3.0,Yes sound property impact avoid I own garden. Full line although father radio relate check. Upon city especially do candidate kind staff think. Responsibility should television single.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0003,0.0003
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 6,0.4,0.4,Nice size letter ever shake want because opportunity. Majority difficult manager value.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0571,0.0571
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 6,3.7,3.7,Easy unit exist end design establish. Difficult my song plant rich loss.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0598,0.0598
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 18,2.9,2.9,Important better around professor discuss. Require movie behind blood. Look section control above.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0028,0.0028
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 1,4.8,4.8,Feeling cultural article with serious market reflect. Exist boy foreign. Couple television their treatment lay easy time.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0044,0.0044
8D8ED803-1407-4D7C-BE9C-B61EB6393FFA,testdomain,8D8ED803-1407-4D7C-BE9C-B61EB6393FFAtestdomain,123,Anna,Powell,Garcia LLC,140,140,48.599999999999994,48.599999999999994,Judge 15,3.5,3.5,Soldier collection street try final top huge. None term article recent evening agreement both box. Action hour pretty factor.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0458,0.0458
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 4,3.8,3.8,New machine town certainly notice wide item reflect. More laugh require support area. Appear word rule station.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0918,0.0918
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 2,4.1,4.1,Station move side look cover performance. Firm low specific describe with gun authority.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0421,0.0421
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 12,1.5,1.5,Customer such discover crime appear move rate least. That structure family fall. Pattern nor floor accept American. Campaign example newspaper.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0485,0.0485
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 4,4.0,4.0,Your civil do actually. Dinner process issue admit car.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0841,0.0841
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 1,0.3,0.3,Forward need trip quite. Continue common system product. Nature as watch claim.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0388,0.0388
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 9,3.2,3.2,Short oil onto rule nice study become. Cell summer environment shake true voice miss.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.062,0.062
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 9,0.9,0.9,Somebody bit at happen law. Score research standard even.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0496,0.0496
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 11,3.3,3.3,Operation hot reach movie standard project. Building whether plan. Interest with have.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0354,0.0354
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 8,0.6,0.6,Yes similar benefit protect chair safe. Why loss others matter. Adult professional stop treatment foreign.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0143,0.0143
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 14,0.1,0.1,Serious state step. Media crime myself live eight.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0707,0.0707
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 8,0.6,0.6,Necessary affect within onto spend notice feeling fire. Least cover join same life people. West man turn easy challenge.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0691,0.0691
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 13,3.7,3.7,Everyone each agency word simple five.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0891,0.0891
01EA572A-EE58-4CFC-A775-8BE837D3B4C0,testdomain,01EA572A-EE58-4CFC-A775-8BE837D3B4C0testdomain,124,Cassandra,Moody,"Branch, Johnson and Perez",27,27,40.400000000000006,40.400000000000006,Judge 7,0.1,0.1,Notice boy support card today thousand. Yourself meet agent moment story. Live language her and.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0826,0.0826
